scheme_id,country_code,country_name,scheme_name,operator,regulator,maturity,status,launch_year,transaction_limit_usd,iso_standard,region,p2p_supported,p2b_supported,b2b_supported,avg_daily_txn_millions,uptime_pct_ytd,api_access,interop_count,last_updated,edge_case_flag,edge_case_note,data_classification,synthetic_version,do_not_use_in_prod
73c7834e-e854-4b96-b6ff-bebd8b32c8f7,S166,Synthetic Nation 166,NatPay-166,CentralOps-166,,Pioneer,In Development,2021,,ISO 8583,Middle East,True,False,False,8.35,99.931,Open,3,2025-04-01T10:00:00,SCHEME_SUSPENDED,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
b92bee15-9906-4ee5-895c-a32495a6c787,S167,Synthetic Nation 167,NatPay-167,CentralOps-167,Central Bank 167,Legacy,In Development,2023,50000,Proprietary,Europe,True,True,False,7.73,99.555,Regulated,4,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
e73bbce2-4ff3-4aeb-b1f4-2c3b668a5198,S168,Synthetic Nation 168,NatPay-168,CentralOps-168,Central Bank 168,Emerging,Pilot,2023,50000,Proprietary,Africa,True,True,False,5.39,98.032,Closed,4,2025-04-01T10:00:00,MISSING_REGULATOR,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
4b739642-691c-4431-9ee6-de51537d5119,S169,Synthetic Nation 169,NatPay-169,CentralOps-169,,Emerging,In Development,,1000,Proprietary,Africa,True,True,False,0.45,99.227,Closed,3,2025-04-01T10:00:00,MISSING_REGULATOR,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
5b2ebd4f-ce02-479e-96b6-8ec363963e80,S170,Synthetic Nation 170,NatPay-170,CentralOps-170,Central Bank 170,Legacy,Live,2017,50000,Proprietary,Latin America,True,True,False,1.01,99.722,Open,5,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
bd64c97b-08eb-411b-9e44-0fec20ccd7f4,S171,Synthetic Nation 171,NatPay-171,CentralOps-171,,Growing,Live,2021,5000,ISO 8583,Middle East,True,False,True,8.52,99.549,Closed,3,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
b2b4e9d0-8b96-488b-8e3a-6f76f2f23d1e,S172,Synthetic Nation 172,NatPay-172,CentralOps-172,,Pioneer,Live,2017,,Proprietary,Latin America,True,True,True,4.35,97.294,Closed,5,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
d1afe660-7c1d-4707-88f2-b5f23871bc18,S173,Synthetic Nation 173,NatPay-173,CentralOps-173,,Growing,Pilot,2015,500,ISO 8583,Asia-Pacific,True,False,False,3.75,97.435,Closed,3,2025-04-01T10:00:00,SCHEME_SUSPENDED,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
11a0ba96-59c8-4f0a-9f32-feba8629fe84,S174,Synthetic Nation 174,NatPay-174,CentralOps-174,Central Bank 174,Growing,In Development,2015,50000,ISO 8583,Middle East,True,True,False,9.13,97.428,Regulated,5,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
26bcbb2a-f7d0-4391-8ac8-c32db25605a4,S175,Synthetic Nation 175,NatPay-175,CentralOps-175,,Emerging,Live,2021,5000,Proprietary,Middle East,True,True,True,4.42,98.033,Closed,2,2025-04-01T10:00:00,MISSING_REGULATOR,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
6069f579-fc50-458b-a2a6-660ae7fcab05,S176,Synthetic Nation 176,NatPay-176,CentralOps-176,,Legacy,Pilot,2017,10000,ISO 8583,Asia-Pacific,True,True,False,5.72,98.719,Closed,2,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
c1974853-dbcc-4fd2-93cb-c61fbbefcba8,S177,Synthetic Nation 177,NatPay-177,CentralOps-177,,Emerging,Live,2023,,Proprietary,Asia-Pacific,True,False,False,7.76,97.688,Regulated,1,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
c9f3eedc-84ba-4c50-ad15-3e1663bd9c65,S178,Synthetic Nation 178,NatPay-178,CentralOps-178,,Growing,Live,,,ISO 20022,Latin America,True,False,True,5.8,99.19,Open,2,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
2f911040-13bd-4902-8381-ac856b5a2bd7,S179,Synthetic Nation 179,NatPay-179,CentralOps-179,,Growing,In Development,2017,50000,ISO 8583,Middle East,True,False,True,2.58,99.466,Regulated,2,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
a011af98-d0cf-4e24-83db-814af23a4260,S180,Synthetic Nation 180,NatPay-180,CentralOps-180,Central Bank 180,Legacy,Live,2017,1000,Proprietary,North America,True,False,False,0.91,98.18,Regulated,4,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
33c52110-4188-48c4-92a4-a32a81ebe42c,S181,Synthetic Nation 181,NatPay-181,CentralOps-181,,Emerging,Pilot,2023,10000,Proprietary,Latin America,True,True,True,4.72,98.852,Closed,2,2025-04-01T10:00:00,SCHEME_SUSPENDED,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
b698a2e6-b787-46a5-abcc-5b82eb0167df,S182,Synthetic Nation 182,NatPay-182,CentralOps-182,Central Bank 182,Pioneer,Suspended,,5000,Proprietary,Africa,True,True,True,0.46,97.111,Regulated,0,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
ecac273f-3f41-41dc-9cbf-f1e9dfff2fa1,S183,Synthetic Nation 183,NatPay-183,CentralOps-183,Central Bank 183,Growing,Suspended,2021,5000,Proprietary,North America,True,False,True,8.86,98.958,Regulated,4,2025-04-01T10:00:00,MISSING_REGULATOR,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
f5ec9789-8eaf-4afa-a255-6aa63a3d7836,S184,Synthetic Nation 184,NatPay-184,CentralOps-184,,Pioneer,Pilot,2017,10000,ISO 8583,Europe,True,False,True,9.81,98.098,Closed,2,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
72a0c335-57c3-452f-94de-8db8b9aeff89,S185,Synthetic Nation 185,NatPay-185,CentralOps-185,,Emerging,In Development,2015,10000,ISO 20022,North America,True,True,True,0.52,97.997,Open,4,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
bf4e1be0-fd25-4bae-b8a3-6c9e71571616,S186,Synthetic Nation 186,NatPay-186,CentralOps-186,Central Bank 186,Growing,In Development,2017,5000,ISO 20022,Middle East,True,True,False,8.59,97.433,Open,4,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
ac6a5d6d-7a19-4171-b2f5-aa06ea6007e9,S187,Synthetic Nation 187,NatPay-187,CentralOps-187,Central Bank 187,Pioneer,Live,2017,500,ISO 8583,Europe,True,False,True,1.75,97.157,Closed,3,2025-04-01T10:00:00,SCHEME_SUSPENDED,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
517a6e67-7b86-4930-9de8-73187bca4e17,S188,Synthetic Nation 188,NatPay-188,CentralOps-188,Central Bank 188,Pioneer,Suspended,2021,5000,Proprietary,Middle East,True,True,False,5.04,99.827,Open,5,2025-04-01T10:00:00,SCHEME_SUSPENDED,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
ed6aed41-454b-4b22-bd3e-4d2b83b89451,S189,Synthetic Nation 189,NatPay-189,CentralOps-189,,Legacy,Live,2015,10000,ISO 8583,Africa,True,True,False,7.13,98.326,Open,2,2025-04-01T10:00:00,SCHEME_SUSPENDED,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
70314d69-364b-47b5-b9a2-b479224616de,S190,Synthetic Nation 190,NatPay-190,CentralOps-190,Central Bank 190,Pioneer,In Development,2019,50000,Proprietary,Middle East,True,False,False,9.95,98.586,Regulated,4,2025-04-01T10:00:00,SCHEME_SUSPENDED,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
37f65975-41ef-41bf-8c7a-92b1c2a1e5ae,S191,Synthetic Nation 191,NatPay-191,CentralOps-191,,Pioneer,Live,,,Proprietary,North America,True,True,False,4.52,97.683,Regulated,3,2025-04-01T10:00:00,MISSING_REGULATOR,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
4146bc3b-8262-48c3-8a0b-da8cd56e45fe,S192,Synthetic Nation 192,NatPay-192,CentralOps-192,,Pioneer,Pilot,2021,5000,Proprietary,Latin America,True,False,True,6.87,98.418,Open,0,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
af6a7afa-8103-4556-8076-3d6670c35bae,S193,Synthetic Nation 193,NatPay-193,CentralOps-193,,Pioneer,Pilot,2017,50000,ISO 20022,Middle East,True,False,True,4.11,99.612,Regulated,5,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
bee9a410-a0f9-439a-ad00-39e24b3a1a1b,S194,Synthetic Nation 194,NatPay-194,CentralOps-194,,Emerging,Pilot,2015,50000,Proprietary,Europe,True,True,False,2.25,97.324,Closed,2,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
09a698cb-bfa6-4aa7-8a0f-237c4f220e2e,S195,Synthetic Nation 195,NatPay-195,CentralOps-195,,Growing,Suspended,2023,50000,Proprietary,North America,True,True,False,0.3,97.817,Regulated,2,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
31f08dc6-a3bd-449f-9aa8-2f1e45d7a402,S196,Synthetic Nation 196,NatPay-196,CentralOps-196,Central Bank 196,Growing,In Development,2023,,ISO 8583,Asia-Pacific,True,True,True,0.93,98.586,Regulated,3,2025-04-01T10:00:00,MISSING_REGULATOR,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
d260e010-c5f4-4f99-9cc7-51042b784d9c,S197,Synthetic Nation 197,NatPay-197,CentralOps-197,,Growing,Pilot,2019,,ISO 8583,Middle East,True,True,True,1.56,99.256,Open,5,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
345dfe38-7478-4079-a8ba-0ece72c608d7,S198,Synthetic Nation 198,NatPay-198,CentralOps-198,,Legacy,Suspended,2021,50000,ISO 8583,Africa,True,False,True,7.55,97.34,Regulated,0,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
0c8759e4-3141-435a-8260-3e55809b74fb,S199,Synthetic Nation 199,NatPay-199,CentralOps-199,,Emerging,Live,2017,10000,Proprietary,Asia-Pacific,True,True,True,3.02,97.632,Open,2,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
